Pipeline,DUNS,ContractDate,LocationEntDate,Segmented,AmendmentReporting,PipelineType,Source,Seasons
"Florida Gas Transmission Company, LLC",006924518,Inclusive,Inclusive,No,All Data,Transportation,gTRAN FIRM,NA
